"ID","School","Category","CastUI","DispelType","Mechanic","Attributes","AttributesEx","AttributesEx2","AttributesEx3","AttributesEx4","ShapeshiftMask","Shapeshiftexclude","Targets","TargetCreatureType","RequiresSpellFocus","CasterAuraState","TargetAuraState","CastingTimeIndex","RecoveryTime","CategoryRecoveryTime","InterruptFlags","AuraInterruptFlags","ChannelInterruptFlags","ProcTypeMask","ProcChance","ProcCharges","MaxLevel","BaseLevel","SpellLevel","DurationIndex","PowerType","ManaCost","ManaCostPerLevel","ManaCostPerSecond","ManaCostPerSecondPerLevel","RangeIndex","Speed","ModalNextSpell","StackAmount","Totem_1","Totem_2","Reagent_1","Reagent_2","Reagent_3","Reagent_4","Reagent_5","Reagent_6","Reagent_7","Reagent_8","ReagentCount_1","ReagentCount_2","ReagentCount_3","ReagentCount_4","ReagentCount_5","ReagentCount_6","ReagentCount_7","ReagentCount_8","EquippedItemClass","EquippedItemSubclass","EquippedItemInvType","Effect_1","Effect_2","Effect_3","EffectDieSides_1","EffectDieSides_2","EffectDieSides_3","EffectBaseDice_1","EffectBaseDice_2","EffectBaseDice_3","EffectDicePerLevel_1","EffectDicePerLevel_2","EffectDicePerLevel_3","EffectRealPointsPerLevel_1","EffectRealPointsPerLevel_2","EffectRealPointsPerLevel_3","EffectBasePoints_1","EffectBasePoints_2","EffectBasePoints_3","EffectMechanic_1","EffectMechanic_2","EffectMechanic_3","ImplicitTargetA_1","ImplicitTargetA_2","ImplicitTargetA_3","ImplicitTargetB_1","ImplicitTargetB_2","ImplicitTargetB_3","EffectRadiusIndex_1","EffectRadiusIndex_2","EffectRadiusIndex_3","EffectAura_1","EffectAura_2","EffectAura_3","EffectAmplitude_1","EffectAmplitude_2","EffectAmplitude_3","EffectMultipleValue_1","EffectMultipleValue_2","EffectMultipleValue_3","EffectChainTarget_1","EffectChainTarget_2","EffectChainTarget_3","EffectItemType_1","EffectItemType_2","EffectItemType_3","EffectMiscValue_1","EffectMiscValue_2","EffectMiscValue_3","EffectTriggerSpell_1","EffectTriggerSpell_2","EffectTriggerSpell_3","EffectPointsPerCombo_1","EffectPointsPerCombo_2","EffectPointsPerCombo_3","SpellVisualID_1","SpellVisualID_2","SpellIconID","ActiveIconID","SpellPriority","Name_enUS","Name_enGB","Name_koKR","Name_frFR","Name_deDE","Name_enCN","Name_zhCN","Name_enTW","Name_Mask","NameSubtext_enUS","NameSubtext_enGB","NameSubtext_koKR","NameSubtext_frFR","NameSubtext_deDE","NameSubtext_enCN","NameSubtext_zhCN","NameSubtext_enTW","NameSubtext_Mask","Description_enUS","Description_enGB","Description_koKR","Description_frFR","Description_deDE","Description_enCN","Description_zhCN","Description_enTW","Description_Mask","AuraDescription_enUS","AuraDescription_enGB","AuraDescription_koKR","AuraDescription_frFR","AuraDescription_deDE","AuraDescription_enCN","AuraDescription_zhCN","AuraDescription_enTW","AuraDescription_Mask","ManaCostPct","StartRecoveryCategory","StartRecoveryTime","MaxTargetLevel","SpellClassSet","SpellClassMask_1","SpellClassMask_2","MaxTargets","DefenseType","PreventionType","StanceBarOrder","DamageMultiplier_1","DamageMultiplier_2","DamageMultiplier_3","MinFactionId","MinReputation","RequiredAuraVision"
"15731","5","0","0","2","0","16","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","20","20","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","10","0","0","1","0","0","1","0","0","0","0","0","1","0","0","19","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","277","0","207","0","0","Curse of Mending","","","Fluch der Besserung","","","","","8323198","","","","","","","","","8323196","","","","","","","","","8323196","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"15732","2","0","0","1","0","589824","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","20","20","86","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","6","2","0","1","1","0","1","1","0","0","0","0","0","0","0","20","71","0","0","0","0","6","6","0","0","0","0","0","0","0","3","0","0","3000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46","0","31","0","0","Immolate","","","Feuerbrand","","","","","4128894","","","","","","","","","4128892","Zapal nepřítele, který bude trpět ohnivou škodou každé $t1 sec. za $d.","","","Verbrennt einen Feind und fügt ihm dann $d lang alle $t1 Sek. zusätzlichen Feuerschaden zu.","","","","","4128894","Ohnivá škoda působí každou $t1 sec.","","","Alle $t1 Sek. Feuerschaden zugefügt.","","","","","4128894","0","0","0","0","0","0","0","0","1","1","-1","1","1","1","0","0","0"
"15733","2","0","0","1","0","80","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","20","25","0","0","20","20","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","13","0","0","0","0","0","1","0","0","0","0","0","0","0","0","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15732","0","0","0","0","0","0","0","31","0","0","Immolate","","","Feuerbrand","","","","","4128894","","","","","","","","","4128892","","","","","","","","","4128892","","","","","","","","","4128892","0","0","0","0","0","0","0","0","1","1","-1","1","1","1","0","0","0"
"15734","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","31","0","0","0","101","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","43","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","47","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3779","0","1499","0","0","Summon","","","Beschwören","","","","","4128894","","","","","","","","","4128892","Teleportuje $s1 nepřítele $ltarget:cíle; k sesilateli.","","","Teleportiert $s1 $lFeindziel:Feindziele; zum Zaubernden.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","0","0","0","0","0"
"15735","6","0","0","0","0","65792","268452868","0","0","0","0","0","0","0","0","0","0","1","0","0","15","0","31756","0","101","0","0","20","20","28","0","235","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","6","77","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","6","0","0","0","0","0","0","23","0","4","1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15736","0","0","0","0","0","262","0","225","0","50","Arcane Missiles","","","Arkane Geschosse","","","","","4128894","","","","","","","","","4128892","Vypustí Arkánové střely na nepřítele, čímž způsobí Arkánové poškození každou sekundu na $d.","","","Schleudert magische Geschosse auf den Feind und verursacht $d lang jede Sekunde Arkanschaden.","","","","","4128894","","","","","","","","","4128892","0","133","1500","0","3","264192","0","0","0","1","-1","1","1","1","0","0","0"
"15736","6","0","0","0","0","589824","0","0","0","0","0","0","0","0","0","0","0","1","0","0","8","0","0","0","101","0","0","20","20","0","0","0","0","0","0","4","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","55","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","270","0","225","0","50","Arcane Missiles","","","Arkane Geschosse","","","","","4128894","","","","","","","","","4128892","Vystřelí na nepřítele magické střely, čímž způsobí Arkánové poškození.","","","Schleudert ein magisches Geschoss auf einen Feind und verursacht Arkanschaden.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","3","2048","0","0","1","1","-1","1","1","1","0","0","0"
"15737","0","0","0","0","0","256","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","3","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3780","0","1","0","0","Arena Flash","","","Arenablitzstrahl","","","","","4128894","","","","","","","","","4128892","","","","","","","","","4128892","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","0","0","0","0"
"15739","0","0","0","0","0","256","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","3","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3780","0","1","0","0","Arena Flash","","","Arenablitzstrahl","","","","","4128894","","","","","","","","","4128892","","","","","","","","","4128892","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","0","0","0","0","0"
"15740","0","0","0","0","0","256","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","3","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3780","0","1","0","0","Arena Flash","","","Arenablitzstrahl","","","","","4128894","","","","","","","","","4128892","","","","","","","","","4128892","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","0","0","0","0"
"15741","0","0","0","0","0","256","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","3","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3780","0","1","0","0","Arena Flash","","","Arenablitzstrahl","","","","","4128894","","","","","","","","","4128892","","","","","","","","","4128892","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","0","0","0","0","0"
"15742","2","0","0","0","0","256","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","1","1","1","27","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","46","6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","310","0","37","0","50","Ashcrombe's Teleport","","","Ashcrombes Teleporter","","","","","4128894","Rank 1","","","Rang 1","","","","","4128894","","","","","","","","","4128892","","","","","","","","","4128892","0","0","0","0","0","0","0","0","1","1","-1","1","1","1","0","0","0"
"15743","2","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","15","0","0","0","101","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","2","0","98","1","0","1","1","0","1","0","0","0","0","0","0","1249","0","74","0","0","0","18","0","18","16","0","16","9","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","125","0","0","0","0","0","0","3781","0","11","0","0","Flamecrack","","","Flammenknall","","","","","4128894","","","","","","","","","4128892","Způsobí $s1 Požární poškození všem nepřátelům ve vybrané oblasti, srazí je zpět a omráčí na $d.","","","Fügt in der Nähe befindlichen Feinden $s1 Punkt(e) Feuerschaden zu, stößt sie zurück und betäubt sie $d lang.","","","","","4128894","","","","","","","","","4128876","25","0","0","0","0","0","0","0","1","1","-1","1","1","1","0","0","0"
"15744","2","250","0","0","14","589824","136","0","0","0","0","0","0","0","0","0","0","1","0","0","15","0","0","0","101","0","0","20","20","32","0","120","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","2","6","0","19","1","0","1","1","0","0","0","0","0","0","0","121","-51","0","0","0","0","22","22","0","15","15","0","13","13","0","0","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","963","0","292","0","50","Blast Wave","","","Druckwelle","","","","","4128894","","","","","","","","","4128892","Rozpoutá vlnu ohně, způsobící ohnivé poškození blízkým nepřátelům a sníží jejich rychlost pohybu na $d.","","","Entfesselt eine Flammenwelle, die Feuerschaden bei in der Nähe befindlichen Feinden verursacht und ihr Bewegungstempo $d lang verringert.","","","","","4128894","Sníží rychlost pohybu.","","","Bewegungstempo verringert.","","","","","4128894","0","133","1500","0","3","131072","0","0","1","1","-1","1","1","1","0","0","0"
"15745","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","5","0","0","31","0","0","0","101","0","0","0","0","4","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","41","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10161","0","0","0","0","0","0","0","0","0","0","1","0","0","Summon Rookery Whelp","","","Krähenhorstwelpen beschwören","","","","","4128894","","","","","","","","","4128892","","","","","","","","","4128892","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","0","0","0","0"
"15746","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","86","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","4204","0","1","0","0","Disturb Rookery Egg","","","Krähenhorstei stören","","","","","4128894","","","","","","","","","4128892","","","","","","","","","4128892","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","0","0","0","0","0"
"15748","0","0","0","0","0","65792","0","0","0","0","0","0","16384","0","0","0","0","3","0","0","31","0","0","0","101","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","59","0","0","1","0","0","1","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3782","0","1","0","0","Freeze Rookery Egg","","","Krähenhorstei einfrieren","","","","","4128894","","","","","","","","","4128892","Zmrazte nedaleké Rookery Egg.","","","Ein in der Nähe befindliches Krähenhorstei einfrieren.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"15749","0","44","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","20","20","0","1","0","0","0","0","95","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","96","98","58","0","1","1","0","1","1","0","0","0","0","0","0","0","74","149","0","0","0","6","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","0","0","0","0","0","0","0","3783","0","457","0","50","Shield Charge","","","Schildattacke","","","","","4128894","","","","","","","","","4128892","Nabije nepřítele, srazí ho zpět a způsobí mu normální poškození plus $s3.","","","Attackiert einen Feind, stößt ihn zurück und fügt ihm normalen Schaden plus $s3 zu.","","","","","4128894","Omráčeno.","","","Betäubt.","","","","","4128894","0","0","0","0","4","1","0","0","0","0","-1","1","1","1","0","0","0"
"15750","0","0","0","0","0","256","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3784","0","1","0","0","Rookery Whelp Spawn-in Spell","","","Krähenhorstwelpe - Spawningzauber","","","","","4128894","","","","","","","","","4128892","","","","","","","","","4128892","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"15752","0","109","0","0","3","256","0","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","8","8","1","1","0","0","0","0","6","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3785","0","560","0","50","Disarm","","","Entwaffnen","","","","","4128894","","","","","","","","","4128892","Odzbrojit nepřátelskou zbraň na $d.","","","Entwaffnet den Gegner $d lang.","","","","","4128894","Odzbrojit.","","","Entwaffnet.","","","","","4128894","0","0","0","0","0","0","0","0","2","0","-1","1","1","1","0","0","0"
"15753","0","0","0","0","12","262400","0","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","1","1","39","0","0","0","0","0","6","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3786","0","148","0","0","Knockdown","","","Niederschlagen","","","","","4128894","","","","","","","","","4128892","","","","","","","","","4128892","Omračen.","","","Betäubt.","","","","","4128894","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"15754","0","0","0","0","0","262164","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","1","1","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","173555","0","58","0","0","1","0","0","1","0","0","0","0","0","3","0","0","29","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","219","0","277","0","50","Cleave","","","Spalten","","","","","4128894","","","","","","","","","4128892","Způsobí poškození zbraní plus $s1 nepříteli a jeho nejbližším spojencům, přičemž zasáhne až $x1 cíle.","","","Fügt einem Feind und seinem nächsten Verbündeten Waffenschaden plus $s1 zu, wirkt auf bis zu $x1 Ziele.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","2","2","-1","1","1","1","0","0","0"
"15755","0","0","0","0","0","262400","0","0","0","0","0","0","0","0","0","0","0","14","0","0","15","0","0","0","101","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3492","0","0","0","0","0","222","0","1","0","0","Plans: Hardened Iron Shortsword","","","Pläne: Gehärtetes Eisenkurzschwert","","","","","4128894","","","","","","","","","8323196","Naučí vás, jak vyrobit krátký meč z tvrzeného železa.","","","Lehrt Euch die Herstellung eines gehärteten Eisenkurzschwerts.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","1","1","-1","1","1","1","0","0","0"
"15756","0","0","0","0","0","262400","0","0","0","0","0","0","0","0","0","0","0","14","0","0","15","0","0","0","101","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3496","0","0","0","0","0","222","0","1","0","0","Plans: Moonsteel Broadsword","","","Pläne: Mondstahlbreitschwert","","","","","4128894","","","","","","","","","8323196","Naučí vás, jak vyrobit široký meč z měsíční oceli.","","","Lehrt Euch die Herstellung eines Mondstahlbreitschwerts.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","1","1","-1","1","1","1","0","0","0"
"15757","0","0","0","0","0","262400","0","0","0","0","0","0","0","0","0","0","0","14","0","0","15","0","0","0","101","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3498","0","0","0","0","0","222","0","1","0","0","Plans: Massive Iron Axe","","","Pläne: Massive Eisenaxt","","","","","4128894","","","","","","","","","8323196","Naučí vás, jak vyrobit masivní železnou sekeru.","","","Lehrt Euch die Herstellung einer massiven Eisenaxt.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","1","1","-1","1","1","1","0","0","0"
"15758","0","0","0","0","0","192","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","0","0","0","0","0","0","0","0","0","0","1","0","0","Increased 1H Axe","","","Erhöhte 1H-Axt","","","","","4128894","","","","","","","","","8323196","Zvýšené osy +$s1.","","","Äxte +$s1.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"15759","0","0","0","0","0","192","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","9","0","0","0","0","0","1","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","0","0","0","0","0","0","0","0","0","0","1","0","0","Increased 1H Axe","","","Erhöhte 1H-Axt","","","","","4128894","","","","","","","","","8323196","Zvýšené osy +$s1.","","","Äxte +$s1.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"15760","0","0","0","0","0","192","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54","0","0","0","0","0","0","0","0","0","0","1","0","0","Increased 1H Mace","","","Erhöhter 1H-Streitkolben","","","","","4128894","","","","","","","","","8323196","Zvětšený Maces +$s1.","","","Streitkolben +$s1.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"15761","0","0","0","0","0","192","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54","0","0","0","0","0","0","0","0","0","0","1","0","0","Increased 1H Mace","","","Erhöhter 1H-Streitkolben","","","","","4128894","","","","","","","","","8323196","Zvětšený Maces +$s1.","","","Streitkolben +$s1.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"15762","0","0","0","0","0","192","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","9","0","0","0","0","0","1","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54","0","0","0","0","0","0","0","0","0","0","1","0","0","Increased 1H Mace","","","Erhöhter 1H-Streitkolben","","","","","4128894","","","","","","","","","8323196","Zvětšený Maces +$s1.","","","Streitkolben +$s1.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"15763","0","0","0","0","0","192","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43","0","0","0","0","0","0","0","0","0","0","1","0","0","Increased 1H Sword","","","Erhöhtes 1H-Schwert","","","","","4128894","","","","","","","","","8323196","Zvětšené meče +$s1.","","","Schwerter +$s1.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
"15764","0","0","0","0","0","192","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","101","0","0","0","0","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","6","0","0","1","0","0","1","0","0","0","0","0","0","0","0","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43","0","0","0","0","0","0","0","0","0","0","1","0","0","Increased 1H Sword","","","Erhöhtes 1H-Schwert","","","","","4128894","","","","","","","","","8323196","Zvětšené meče +$s1.","","","Schwerter +$s1.","","","","","4128894","","","","","","","","","4128892","0","0","0","0","0","0","0","0","0","0","-1","1","1","1","0","0","0"
